tag,ns,goal_x,goal_y,final_x,final_y,pred_x,pred_y,lever_m,err_measured_m,err_predicted_m,dist_to_prediction_m
before_run1,NX01,5.0,2.5,3.475,3.101,3.4820508075688776,3.165063509461097,3.2015621187164243,1.639154050112435,1.657250500805176,0.06445034625077965
before_run1,NX02,8.0,-2.5,5.646,-3.122,5.646446609406726,-3.181980515339464,3.2015621187164243,2.4347895186237354,2.4503695610409006,0.059982178022724736
before_run2,NX01,5.0,2.5,3.453,3.036,3.4820508075688776,3.165063509461097,3.2015621187164243,1.6372247860327551,1.657250500805176,0.13229262600318503
before_run2,NX02,8.0,-2.5,5.663,-3.042,5.646446609406726,-3.181980515339464,3.2015621187164243,2.399027511305362,2.4503695610409006,0.14095587754625705
after_run1,NX01,5.0,2.5,4.678,2.572,3.4820508075688776,3.165063509461097,3.2015621187164243,0.32995151158920316,1.657250500805176,1.3349227682270484
after_run1,NX02,8.0,-2.5,7.892,-2.452,5.646446609406726,-3.181980515339464,3.2015621187164243,0.11818629362155296,2.4503695610409006,2.361224593887718
after_run2,NX01,5.0,2.5,4.85,2.554,3.4820508075688776,3.165063509461097,3.2015621187164243,0.15942396306703735,1.657250500805176,1.4982268205007783
after_run2,NX02,8.0,-2.5,7.943,-2.474,5.646446609406726,-3.181980515339464,3.2015621187164243,0.0626498204307086,2.4503695610409006,2.403204919674099
