bag,n_segments,bias_deg,std_deg,rmse_deg,final_err_deg,t_converge_s,n_seg_at_converge
e11_run01,50,-0.5690100975489425,0.6935649534422992,0.8971091548725135,0.2822212074560925,40.470062494277954,27
e11_run02,50,0.24190321295711514,0.5210563137341888,0.5744709274813103,0.3545871140931362,34.250133752822876,22
e11_run03,50,-0.22960672832349246,0.5901680720160047,0.6332595067730971,0.5755961236190822,31.659937620162964,22
e11_run04,50,-0.5977232922999473,0.5149155186375052,0.7889303679613424,0.061537067423375155,0.9200053215026855,2
e11_run05,50,-0.5233438232745707,0.5994653571895765,0.7957684787864318,0.39097271100236564,4.770041465759277,6
