sigma_m,d_m,W,noise_struct,direction,trials,std_emp_deg,std_eq13_deg,std_chained_theory_deg,ratio_emp_over_eq13,ratio_emp_over_chained,bias_emp_deg
0.05,0.5,5,indep,multi,2000,3.5964814397378992,3.623703271523067,3.623703271523067,0.9924878419270443,0.9924878419270443,-0.0495484896549687
0.05,0.5,10,chained,single,2000,0.8306920384464253,2.562345156301838,0.8102846845413956,0.3241920927020387,1.0251854123548934,-0.009825044741871397
0.05,0.5,10,chained,multi,2000,2.575166170086506,2.562345156301838,2.562345156301838,1.005003624805634,1.005003624805634,-0.030983750617470333
0.05,0.5,10,indep,single,2000,2.539647985912393,2.562345156301838,2.562345156301838,0.9911420323941825,0.9911420323941825,-0.10608370699472272
0.05,0.5,10,indep,multi,2000,2.5514103314516894,2.562345156301838,2.562345156301838,0.9957324934061849,0.9957324934061849,0.0010525127192411905
0.05,0.5,20,chained,single,2000,0.40849912888675083,1.8118516357615335,0.4051423422706978,0.22545948069034685,1.0082854499908336,-0.01071956855714381
0.05,0.5,20,chained,multi,2000,1.8037653876323636,1.8118516357615335,1.8118516357615333,0.9955370252345351,0.9955370252345354,0.07452563077752172
0.05,0.5,20,indep,single,2000,1.8207943581836605,1.8118516357615335,1.8118516357615335,1.0049356814021742,1.0049356814021742,0.019272550316416177
0.05,0.5,20,indep,multi,2000,1.7539092142237462,1.8118516357615335,1.8118516357615335,0.9680203277166048,0.9680203277166048,-0.03388090814874941
0.05,0.5,50,chained,single,2000,0.16247601628152103,1.1459155902616465,0.16205693690827913,0.14178707198182278,1.0025860008293201,0.004178973893363427
0.05,0.5,50,chained,multi,2000,1.1514498480619444,1.1459155902616465,1.1459155902616465,1.0048295510134688,1.0048295510134688,0.017139570810644097
0.05,0.5,50,indep,single,2000,1.1287397526205882,1.1459155902616465,1.1459155902616465,0.9850112540687779,0.9850112540687779,-0.0460505002785512
0.05,0.5,50,indep,multi,2000,1.1332375616508197,1.1459155902616465,1.1459155902616465,0.9889363329039514,0.9889363329039514,-0.039802715471341475
0.05,0.5,100,chained,single,2000,0.08107231111131259,0.8102846845413956,0.08102846845413957,0.10005410772042156,1.0005410772042156,-0.0008324805804701055
0.05,0.5,100,chained,multi,2000,0.8195741897901704,0.8102846845413956,0.8102846845413955,1.011464495659365,1.011464495659365,0.007166691428413954
0.05,0.5,100,indep,single,2000,0.8189497415559837,0.8102846845413956,0.8102846845413956,1.0106938427689673,1.0106938427689673,-0.00010960878143619998
0.05,0.5,100,indep,multi,2000,0.7926452428560763,0.8102846845413956,0.8102846845413956,0.9782305626382376,0.9782305626382376,0.008408849468603732
0.05,1.0,1,chained,single,2000,4.118429382500243,4.0514234227069785,4.0514234227069785,1.0165388686400234,1.0165388686400234,0.12732485759534484
0.05,1.0,1,chained,multi,2000,4.204220170810523,4.0514234227069785,4.0514234227069785,1.0377143369530735,1.0377143369530735,0.025694457830966775
0.05,1.0,1,indep,single,2000,3.933199518796581,4.0514234227069785,4.0514234227069785,0.9708191685796679,0.9708191685796679,0.04595598397251515
0.05,1.0,1,indep,multi,2000,4.042573365851244,4.0514234227069785,4.0514234227069785,0.997815568521885,0.997815568521885,0.06550982710665132
0.05,1.0,2,chained,single,2000,2.0309270848486167,2.8647889756541165,2.0257117113534893,0.7089272899707721,1.0025745882130697,0.034574237445283935
0.05,1.0,2,chained,multi,2000,2.884120418930202,2.8647889756541165,2.8647889756541165,1.0067479466866043,1.0067479466866043,0.009685815090169463
0.05,1.0,2,indep,single,2000,2.849907190349949,2.8647889756541165,2.8647889756541165,0.9948052769573476,0.9948052769573476,-0.00265052082680236
0.05,1.0,2,indep,multi,2000,2.832433202063759,2.8647889756541165,2.8647889756541165,0.9887057043763687,0.9887057043763687,-0.025020125336844168
0.05,1.0,5,chained,single,2000,0.8161448459895659,1.8118516357615335,0.8102846845413956,0.45044794500877255,1.0072322253647026,-0.0025561471498440984
0.05,1.0,5,chained,multi,2000,1.8366871726758067,1.8118516357615335,1.8118516357615333,1.0137072685335158,1.013707268533516,-0.058492686092690246
0.05,1.0,5,indep,single,2000,1.8217855143232797,1.8118516357615335,1.8118516357615335,1.005482721855187,1.005482721855187,0.03154078441505822
0.05,1.0,5,indep,multi,2000,1.8477278157283925,1.8118516357615335,1.8118516357615335,1.0198008375844636,1.0198008375844636,0.03490486347140573
0.05,1.0,10,chained,single,2000,0.4106272760755459,1.281172578150919,0.4051423422706978,0.3205089486602913,1.013538288232493,0.014010237331044676
0.05,1.0,10,chained,multi,2000,1.3137588112845557,1.281172578150919,1.281172578150919,1.0254346945051442,1.0254346945051442,0.005334696579833648
0.05,1.0,10,indep,single,2000,1.2856173131115582,1.281172578150919,1.281172578150919,1.0034692710696744,1.0034692710696744,-0.05194003199461374
0.05,1.0,10,indep,multi,2000,1.2582715384594985,1.281172578150919,1.281172578150919,0.9821249376688401,0.9821249376688401,0.027411781905375278
0.05,1.0,20,chained,single,2000,0.20402734664293093,0.9059258178807668,0.2025711711353489,0.2252141870955972,1.0071884636862225,-0.007223219475888028
0.05,1.0,20,chained,multi,2000,0.8974687142549692,0.9059258178807668,0.9059258178807666,0.9906646841729477,0.990664684172948,-0.03535013202338279
